"index","county","report","offense","action","year","value"
"12","Humboldt","Caseload","Misdemeanor",NA,2006,38
"12","Humboldt","Actions","Total","Placed on Probation",2006,431
"12","Humboldt","Actions","Total","Removed from Probation",2006,616
"12","Humboldt","Actions","Total","Terminated",2006,455
"12","Humboldt","Actions","Total","Revoked",2006,127
"12","Humboldt","Actions","Total","Other",2006,34
"12","Humboldt","Actions","Felony","Placed on Probation",2006,427
"12","Humboldt","Actions","Felony","Removed from Probation",2006,613
"12","Humboldt","Actions","Felony","Terminated",2006,452
"12","Humboldt","Actions","Felony","Revoked",2006,127
"12","Humboldt","Actions","Felony","Other",2006,34
"12","Humboldt","Actions","Misdemeanor","Placed on Probation",2006,4
"12","Humboldt","Actions","Misdemeanor","Removed from Probation",2006,3
"12","Humboldt","Actions","Misdemeanor","Terminated",2006,3
"12","Humboldt","Actions","Misdemeanor","Revoked",2006,0
"12","Humboldt","Actions","Misdemeanor","Other",2006,0
"12","Humboldt","Caseload","Total",NA,2007,1383
"12","Humboldt","Caseload","Felony",NA,2007,1343
"12","Humboldt","Caseload","Misdemeanor",NA,2007,40
"12","Humboldt","Actions","Total","Placed on Probation",2007,407
"12","Humboldt","Actions","Total","Removed from Probation",2007,504
"12","Humboldt","Actions","Total","Terminated",2007,349
"12","Humboldt","Actions","Total","Revoked",2007,117
"12","Humboldt","Actions","Total","Other",2007,38
"12","Humboldt","Actions","Felony","Placed on Probation",2007,398
"12","Humboldt","Actions","Felony","Removed from Probation",2007,498
"12","Humboldt","Actions","Felony","Terminated",2007,343
"12","Humboldt","Actions","Felony","Revoked",2007,117
"12","Humboldt","Actions","Felony","Other",2007,38
"12","Humboldt","Actions","Misdemeanor","Placed on Probation",2007,9
"12","Humboldt","Actions","Misdemeanor","Removed from Probation",2007,6
"12","Humboldt","Actions","Misdemeanor","Terminated",2007,6
"12","Humboldt","Actions","Misdemeanor","Revoked",2007,0
"12","Humboldt","Actions","Misdemeanor","Other",2007,0
"12","Humboldt","Caseload","Total",NA,2008,1236
"12","Humboldt","Caseload","Felony",NA,2008,1197
"12","Humboldt","Caseload","Misdemeanor",NA,2008,39
"12","Humboldt","Actions","Total","Placed on Probation",2008,371
"12","Humboldt","Actions","Total","Removed from Probation",2008,472
"12","Humboldt","Actions","Total","Terminated",2008,303
"12","Humboldt","Actions","Total","Revoked",2008,104
"12","Humboldt","Actions","Total","Other",2008,65
"12","Humboldt","Actions","Felony","Placed on Probation",2008,363
"12","Humboldt","Actions","Felony","Removed from Probation",2008,464
"12","Humboldt","Actions","Felony","Terminated",2008,295
"12","Humboldt","Actions","Felony","Revoked",2008,104
"12","Humboldt","Actions","Felony","Other",2008,65
"12","Humboldt","Actions","Misdemeanor","Placed on Probation",2008,8
"12","Humboldt","Actions","Misdemeanor","Removed from Probation",2008,8
"12","Humboldt","Actions","Misdemeanor","Terminated",2008,8
"12","Humboldt","Actions","Misdemeanor","Revoked",2008,0
"12","Humboldt","Actions","Misdemeanor","Other",2008,0
"12","Humboldt","Caseload","Total",NA,2009,1248
"12","Humboldt","Caseload","Felony",NA,2009,1225
"12","Humboldt","Caseload","Misdemeanor",NA,2009,23
"12","Humboldt","Actions","Total","Placed on Probation",2009,402
"12","Humboldt","Actions","Total","Removed from Probation",2009,390
"12","Humboldt","Actions","Total","Terminated",2009,262
"12","Humboldt","Actions","Total","Revoked",2009,89
"12","Humboldt","Actions","Total","Other",2009,39
"12","Humboldt","Actions","Felony","Placed on Probation",2009,400
"12","Humboldt","Actions","Felony","Removed from Probation",2009,372
"12","Humboldt","Actions","Felony","Terminated",2009,253
"12","Humboldt","Actions","Felony","Revoked",2009,84
"12","Humboldt","Actions","Felony","Other",2009,35
"12","Humboldt","Actions","Misdemeanor","Placed on Probation",2009,2
"12","Humboldt","Actions","Misdemeanor","Removed from Probation",2009,18
"12","Humboldt","Actions","Misdemeanor","Terminated",2009,9
"12","Humboldt","Actions","Misdemeanor","Revoked",2009,5
"12","Humboldt","Actions","Misdemeanor","Other",2009,4
"12","Humboldt","Caseload","Total",NA,2010,1319
"12","Humboldt","Caseload","Felony",NA,2010,1295
"12","Humboldt","Caseload","Misdemeanor",NA,2010,24
"12","Humboldt","Actions","Total","Placed on Probation",2010,487
"12","Humboldt","Actions","Total","Removed from Probation",2010,416
"12","Humboldt","Actions","Total","Terminated",2010,283
"12","Humboldt","Actions","Total","Revoked",2010,85
"12","Humboldt","Actions","Total","Other",2010,48
"12","Humboldt","Actions","Felony","Placed on Probation",2010,484
"12","Humboldt","Actions","Felony","Removed from Probation",2010,414
"12","Humboldt","Actions","Felony","Terminated",2010,281
"12","Humboldt","Actions","Felony","Revoked",2010,85
"12","Humboldt","Actions","Felony","Other",2010,48
"12","Humboldt","Actions","Misdemeanor","Placed on Probation",2010,3
"12","Humboldt","Actions","Misdemeanor","Removed from Probation",2010,2
"12","Humboldt","Actions","Misdemeanor","Terminated",2010,2
"12","Humboldt","Actions","Misdemeanor","Revoked",2010,0
"12","Humboldt","Actions","Misdemeanor","Other",2010,0
"12","Humboldt","Caseload","Total",NA,2011,1547
"12","Humboldt","Caseload","Felony",NA,2011,1527
"12","Humboldt","Caseload","Misdemeanor",NA,2011,20
"12","Humboldt","Actions","Total","Placed on Probation",2011,637
"12","Humboldt","Actions","Total","Removed from Probation",2011,409
"12","Humboldt","Actions","Total","Terminated",2011,242
"12","Humboldt","Actions","Total","Revoked",2011,89
"12","Humboldt","Actions","Total","Other",2011,78
"12","Humboldt","Actions","Felony","Placed on Probation",2011,636
"12","Humboldt","Actions","Felony","Removed from Probation",2011,404
"12","Humboldt","Actions","Felony","Terminated",2011,238
"12","Humboldt","Actions","Felony","Revoked",2011,89
"12","Humboldt","Actions","Felony","Other",2011,77
"12","Humboldt","Actions","Misdemeanor","Placed on Probation",2011,1
"12","Humboldt","Actions","Misdemeanor","Removed from Probation",2011,5
"12","Humboldt","Actions","Misdemeanor","Terminated",2011,4
"12","Humboldt","Actions","Misdemeanor","Revoked",2011,0
"12","Humboldt","Actions","Misdemeanor","Other",2011,1
"12","Humboldt","Caseload","Total",NA,2012,1597
"12","Humboldt","Caseload","Felony",NA,2012,1573
"12","Humboldt","Caseload","Misdemeanor",NA,2012,24
"12","Humboldt","Actions","Total","Placed on Probation",2012,580
"12","Humboldt","Actions","Total","Removed from Probation",2012,530
"12","Humboldt","Actions","Total","Terminated",2012,364
"12","Humboldt","Actions","Total","Revoked",2012,94
"12","Humboldt","Actions","Total","Other",2012,72
"12","Humboldt","Actions","Felony","Placed on Probation",2012,573
"12","Humboldt","Actions","Felony","Removed from Probation",2012,527
"12","Humboldt","Actions","Felony","Terminated",2012,362
"12","Humboldt","Actions","Felony","Revoked",2012,94
"12","Humboldt","Actions","Felony","Other",2012,71
"12","Humboldt","Actions","Misdemeanor","Placed on Probation",2012,7
"12","Humboldt","Actions","Misdemeanor","Removed from Probation",2012,3
"12","Humboldt","Actions","Misdemeanor","Terminated",2012,2
"12","Humboldt","Actions","Misdemeanor","Revoked",2012,0
"12","Humboldt","Actions","Misdemeanor","Other",2012,1
"12","Humboldt","Caseload","Total",NA,2013,1527
"12","Humboldt","Caseload","Felony",NA,2013,1501
"12","Humboldt","Caseload","Misdemeanor",NA,2013,26
"12","Humboldt","Actions","Total","Placed on Probation",2013,458
"12","Humboldt","Actions","Total","Removed from Probation",2013,528
"12","Humboldt","Actions","Total","Terminated",2013,391
"12","Humboldt","Actions","Total","Revoked",2013,67
"12","Humboldt","Actions","Total","Other",2013,70
"12","Humboldt","Actions","Felony","Placed on Probation",2013,453
"12","Humboldt","Actions","Felony","Removed from Probation",2013,525
"12","Humboldt","Actions","Felony","Terminated",2013,390
"12","Humboldt","Actions","Felony","Revoked",2013,66
"12","Humboldt","Actions","Felony","Other",2013,69
"12","Humboldt","Actions","Misdemeanor","Placed on Probation",2013,5
"12","Humboldt","Actions","Misdemeanor","Removed from Probation",2013,3
"12","Humboldt","Actions","Misdemeanor","Terminated",2013,1
"12","Humboldt","Actions","Misdemeanor","Revoked",2013,1
"12","Humboldt","Actions","Misdemeanor","Other",2013,1
"12","Humboldt","Caseload","Total",NA,2014,1250
"12","Humboldt","Caseload","Felony",NA,2014,1228
"12","Humboldt","Caseload","Misdemeanor",NA,2014,22
"12","Humboldt","Actions","Total","Placed on Probation",2014,373
"12","Humboldt","Actions","Total","Removed from Probation",2014,650
"12","Humboldt","Actions","Total","Terminated",2014,453
"12","Humboldt","Actions","Total","Revoked",2014,86
"12","Humboldt","Actions","Total","Other",2014,111
"12","Humboldt","Actions","Felony","Placed on Probation",2014,368
"12","Humboldt","Actions","Felony","Removed from Probation",2014,641
"12","Humboldt","Actions","Felony","Terminated",2014,445
"12","Humboldt","Actions","Felony","Revoked",2014,86
"12","Humboldt","Actions","Felony","Other",2014,110
"12","Humboldt","Actions","Misdemeanor","Placed on Probation",2014,5
"12","Humboldt","Actions","Misdemeanor","Removed from Probation",2014,9
"12","Humboldt","Actions","Misdemeanor","Terminated",2014,8
"12","Humboldt","Actions","Misdemeanor","Revoked",2014,0
"12","Humboldt","Actions","Misdemeanor","Other",2014,1
"13","Imperial","Caseload","Total",NA,2005,425
"13","Imperial","Caseload","Felony",NA,2005,360
"13","Imperial","Caseload","Misdemeanor",NA,2005,65
"13","Imperial","Actions","Total","Placed on Probation",2005,326
"13","Imperial","Actions","Total","Removed from Probation",2005,681
"13","Imperial","Actions","Total","Terminated",2005,568
"13","Imperial","Actions","Total","Revoked",2005,107
"13","Imperial","Actions","Total","Other",2005,6
"13","Imperial","Actions","Felony","Placed on Probation",2005,257
"13","Imperial","Actions","Felony","Removed from Probation",2005,662
"13","Imperial","Actions","Felony","Terminated",2005,549
"13","Imperial","Actions","Felony","Revoked",2005,107
"13","Imperial","Actions","Felony","Other",2005,6
"13","Imperial","Actions","Misdemeanor","Placed on Probation",2005,69
"13","Imperial","Actions","Misdemeanor","Removed from Probation",2005,19
"13","Imperial","Actions","Misdemeanor","Terminated",2005,19
"13","Imperial","Actions","Misdemeanor","Revoked",2005,0
"13","Imperial","Actions","Misdemeanor","Other",2005,0
"13","Imperial","Caseload","Total",NA,2006,140
"13","Imperial","Caseload","Felony",NA,2006,43
"13","Imperial","Caseload","Misdemeanor",NA,2006,97
"13","Imperial","Actions","Total","Placed on Probation",2006,653
"13","Imperial","Actions","Total","Removed from Probation",2006,1005
"13","Imperial","Actions","Total","Terminated",2006,871
"13","Imperial","Actions","Total","Revoked",2006,134
"13","Imperial","Actions","Total","Other",2006,0
"13","Imperial","Actions","Felony","Placed on Probation",2006,569
"13","Imperial","Actions","Felony","Removed from Probation",2006,944
"13","Imperial","Actions","Felony","Terminated",2006,810
"13","Imperial","Actions","Felony","Revoked",2006,134
"13","Imperial","Actions","Felony","Other",2006,0
"13","Imperial","Actions","Misdemeanor","Placed on Probation",2006,84
"13","Imperial","Actions","Misdemeanor","Removed from Probation",2006,61
"13","Imperial","Actions","Misdemeanor","Terminated",2006,61
"13","Imperial","Actions","Misdemeanor","Revoked",2006,0
"13","Imperial","Actions","Misdemeanor","Other",2006,0
"13","Imperial","Caseload","Total",NA,2007,245
"13","Imperial","Caseload","Felony",NA,2007,81
"13","Imperial","Caseload","Misdemeanor",NA,2007,164
"13","Imperial","Actions","Total","Placed on Probation",2007,850
"13","Imperial","Actions","Total","Removed from Probation",2007,745
"13","Imperial","Actions","Total","Terminated",2007,625
"13","Imperial","Actions","Total","Revoked",2007,120
"13","Imperial","Actions","Total","Other",2007,0
"13","Imperial","Actions","Felony","Placed on Probation",2007,683
"13","Imperial","Actions","Felony","Removed from Probation",2007,645
"13","Imperial","Actions","Felony","Terminated",2007,525
"13","Imperial","Actions","Felony","Revoked",2007,120
"13","Imperial","Actions","Felony","Other",2007,0
"13","Imperial","Actions","Misdemeanor","Placed on Probation",2007,167
"13","Imperial","Actions","Misdemeanor","Removed from Probation",2007,100
"13","Imperial","Actions","Misdemeanor","Terminated",2007,100
"13","Imperial","Actions","Misdemeanor","Revoked",2007,0
"13","Imperial","Actions","Misdemeanor","Other",2007,0
"13","Imperial","Caseload","Total",NA,2008,1241
"13","Imperial","Caseload","Felony",NA,2008,1200
"13","Imperial","Caseload","Misdemeanor",NA,2008,41
"13","Imperial","Actions","Total","Placed on Probation",2008,706
"13","Imperial","Actions","Total","Removed from Probation",2008,647
"13","Imperial","Actions","Total","Terminated",2008,564
"13","Imperial","Actions","Total","Revoked",2008,80
"13","Imperial","Actions","Total","Other",2008,3
"13","Imperial","Actions","Felony","Placed on Probation",2008,675
"13","Imperial","Actions","Felony","Removed from Probation",2008,579
"13","Imperial","Actions","Felony","Terminated",2008,500
"13","Imperial","Actions","Felony","Revoked",2008,76
"13","Imperial","Actions","Felony","Other",2008,3
"13","Imperial","Actions","Misdemeanor","Placed on Probation",2008,31
"13","Imperial","Actions","Misdemeanor","Removed from Probation",2008,68
"13","Imperial","Actions","Misdemeanor","Terminated",2008,64
"13","Imperial","Actions","Misdemeanor","Revoked",2008,4
"13","Imperial","Actions","Misdemeanor","Other",2008,0
"13","Imperial","Caseload","Total",NA,2009,1246
"13","Imperial","Caseload","Felony",NA,2009,1225
"13","Imperial","Caseload","Misdemeanor",NA,2009,21
"13","Imperial","Actions","Total","Placed on Probation",2009,498
"13","Imperial","Actions","Total","Removed from Probation",2009,239
"13","Imperial","Actions","Total","Terminated",2009,155
"13","Imperial","Actions","Total","Revoked",2009,84
"13","Imperial","Actions","Total","Other",2009,0
"13","Imperial","Actions","Felony","Placed on Probation",2009,480
"13","Imperial","Actions","Felony","Removed from Probation",2009,218
"13","Imperial","Actions","Felony","Terminated",2009,143
"13","Imperial","Actions","Felony","Revoked",2009,75
"13","Imperial","Actions","Felony","Other",2009,0
"13","Imperial","Actions","Misdemeanor","Placed on Probation",2009,18
"13","Imperial","Actions","Misdemeanor","Removed from Probation",2009,21
"13","Imperial","Actions","Misdemeanor","Terminated",2009,12
"13","Imperial","Actions","Misdemeanor","Revoked",2009,9
"13","Imperial","Actions","Misdemeanor","Other",2009,0
"13","Imperial","Caseload","Total",NA,2010,1612
"13","Imperial","Caseload","Felony",NA,2010,1580
"13","Imperial","Caseload","Misdemeanor",NA,2010,32
"13","Imperial","Actions","Total","Placed on Probation",2010,594
"13","Imperial","Actions","Total","Removed from Probation",2010,228
"13","Imperial","Actions","Total","Terminated",2010,201
"13","Imperial","Actions","Total","Revoked",2010,27
"13","Imperial","Actions","Total","Other",2010,0
"13","Imperial","Actions","Felony","Placed on Probation",2010,583
"13","Imperial","Actions","Felony","Removed from Probation",2010,228
"13","Imperial","Actions","Felony","Terminated",2010,201
"13","Imperial","Actions","Felony","Revoked",2010,27
"13","Imperial","Actions","Felony","Other",2010,0
"13","Imperial","Actions","Misdemeanor","Placed on Probation",2010,11
"13","Imperial","Actions","Misdemeanor","Removed from Probation",2010,0
"13","Imperial","Actions","Misdemeanor","Terminated",2010,0
"13","Imperial","Actions","Misdemeanor","Revoked",2010,0
"13","Imperial","Actions","Misdemeanor","Other",2010,0
"13","Imperial","Caseload","Total",NA,2011,1897
"13","Imperial","Caseload","Felony",NA,2011,1860
"13","Imperial","Caseload","Misdemeanor",NA,2011,37
"13","Imperial","Actions","Total","Placed on Probation",2011,608
"13","Imperial","Actions","Total","Removed from Probation",2011,323
"13","Imperial","Actions","Total","Terminated",2011,253
"13","Imperial","Actions","Total","Revoked",2011,70
"13","Imperial","Actions","Total","Other",2011,0
"13","Imperial","Actions","Felony","Placed on Probation",2011,603
"13","Imperial","Actions","Felony","Removed from Probation",2011,323
"13","Imperial","Actions","Felony","Terminated",2011,253
"13","Imperial","Actions","Felony","Revoked",2011,70
"13","Imperial","Actions","Felony","Other",2011,0
"13","Imperial","Actions","Misdemeanor","Placed on Probation",2011,5
"13","Imperial","Actions","Misdemeanor","Removed from Probation",2011,0
"13","Imperial","Actions","Misdemeanor","Terminated",2011,0
"13","Imperial","Actions","Misdemeanor","Revoked",2011,0
"13","Imperial","Actions","Misdemeanor","Other",2011,0
